tier,scene,scene_name,algo,psnr_db,ssim,consistency,score,time_s
public,sample_00,scene_00,unet_plus,30.7207,0.8429,0.9202,0.7284,30.91
public,sample_01,scene_01,unet_plus,32.0291,0.8444,0.9291,0.7439,26.76
public,sample_02,scene_02,unet_plus,31.6185,0.8612,0.9226,0.7452,26.9
