tier,scene,scene_name,algo,psnr_db,ssim,consistency,score,time_s
public,sample_00,scene_00,fbp,15.4911,0.3077,0.7164,0.3212,1.68
public,sample_00,scene_00,inr_dc,26.9058,0.4773,0.91,0.542,14.37
public,sample_00,scene_00,reconformer_plus,19.209,0.2742,0.9294,0.3876,19.3
public,sample_01,scene_01,fbp,16.7569,0.3347,0.7162,0.3447,0.08
public,sample_01,scene_01,inr_dc,27.8763,0.4846,0.9147,0.5555,13.02
public,sample_01,scene_01,reconformer_plus,19.7186,0.2576,0.9411,0.3884,19.27
public,sample_02,scene_02,fbp,16.2897,0.324,0.7151,0.3355,0.07
public,sample_02,scene_02,inr_dc,27.2633,0.4892,0.9052,0.5493,11.53
public,sample_02,scene_02,reconformer_plus,19.5901,0.2684,0.9359,0.3904,17.56
